,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
906,1057027.0,3288212.0,319924.0,2168701.0,743888.0,1612451.0,499141.0,822209.0
907,1056672.0,3300553.0,299270.0,2182059.0,744076.0,1613781.0,499212.0,822464.0
908,1056296.0,3287101.0,316065.0,2165749.0,753967.0,1609849.0,499160.0,821901.0
909,1056800.0,3284387.0,300036.0,2183388.0,752950.0,1611158.0,499713.0,821751.0
910,1056271.0,3312816.0,312295.0,2175959.0,750331.0,1609685.0,498722.0,822187.0
911,1057056.0,3304354.0,323894.0,2142831.0,741766.0,1620308.0,498522.0,821916.0
912,1057541.0,3264434.0,299598.0,2155566.0,744218.0,1612378.0,499595.0,822154.0
913,1057686.0,3283897.0,301785.0,2164780.0,750170.0,1605136.0,500140.0,821770.0
914,1057748.0,3282518.0,322697.0,2174442.0,742643.0,1610120.0,499968.0,822780.0
915,1057703.0,3278856.0,312179.0,2151520.0,734460.0,1606075.0,499172.0,822494.0
916,1057408.0,3290888.0,312249.0,2175781.0,744463.0,1605202.0,499525.0,822278.0
917,1057686.0,3282745.0,311975.0,2180171.0,745295.0,1605929.0,499634.0,822228.0
918,1057072.0,3286664.0,318944.0,2153979.0,739447.0,1610305.0,499476.0,822130.0
919,1058141.0,3299801.0,311201.0,2164260.0,745787.0,1603997.0,499164.0,821934.0
920,1056847.0,3286104.0,299317.0,2170395.0,745765.0,1610363.0,498831.0,822114.0
921,1057349.0,3294643.0,271374.0,2156198.0,740160.0,1608121.0,499500.0,822035.0
922,1057321.0,3284842.0,291243.0,2119304.0,744184.0,1610868.0,499140.0,821988.0
923,1056878.0,3292652.0,321683.0,2186121.0,742491.0,1618410.0,498557.0,822310.0
924,1057402.0,3285469.0,328086.0,2161173.0,747905.0,1614832.0,499234.0,822408.0
925,1056246.0,3297508.0,300643.0,2177491.0,741854.0,1609234.0,498682.0,822187.0
926,1056515.0,3287108.0,319903.0,2158041.0,744885.0,1612010.0,498824.0,822112.0
927,1057089.0,3293568.0,303177.0,2184949.0,742652.0,1612195.0,498991.0,822318.0
928,1058053.0,3276300.0,308719.0,2174170.0,735948.0,1601909.0,499384.0,822896.0
929,1057134.0,3306229.0,299131.0,2166157.0,737411.0,1607444.0,499100.0,822419.0
930,1057242.0,3297790.0,291568.0,2139332.0,737483.0,1610673.0,499043.0,822058.0
931,1057235.0,3271987.0,300265.0,2171399.0,742682.0,1605588.0,498877.0,822427.0
932,1057371.0,3267688.0,295913.0,2169773.0,736346.0,1607907.0,499028.0,822424.0
933,1057539.0,3278448.0,330788.0,2169074.0,733690.0,1603428.0,498580.0,822467.0
934,1057272.0,3275289.0,298495.0,2172473.0,739738.0,1604633.0,499188.0,822158.0
935,1057348.0,3287489.0,306822.0,2163523.0,738261.0,1599250.0,499537.0,821998.0
936,1056551.0,3293618.0,277078.0,2183125.0,737701.0,1615105.0,498615.0,822531.0
937,1056661.0,3295011.0,293284.0,2191272.0,753570.0,1613008.0,499081.0,822054.0
938,1057789.0,3295302.0,309354.0,2186955.0,739616.0,1598694.0,499282.0,821716.0
939,1057882.0,3239662.0,315440.0,2195850.0,734113.0,1598769.0,499930.0,822568.0
940,1057184.0,3281755.0,297162.0,2172518.0,735346.0,1602195.0,499453.0,822925.0
941,1057447.0,3311009.0,305509.0,2165663.0,749105.0,1609779.0,499712.0,822413.0
942,1057598.0,3294159.0,321965.0,2174458.0,741429.0,1612968.0,499098.0,822687.0
943,1055987.0,3291114.0,294786.0,2182316.0,741905.0,1599225.0,499157.0,822106.0
944,1056981.0,3301206.0,297683.0,2155286.0,734773.0,1599816.0,498506.0,822485.0
945,1057262.0,3290952.0,332222.0,2208091.0,742902.0,1602920.0,498730.0,822189.0
946,1057147.0,3276623.0,303326.0,2173061.0,745996.0,1609629.0,499094.0,822354.0
947,1055986.0,3276730.0,305173.0,2183591.0,745445.0,1605868.0,499226.0,822273.0
948,1057541.0,3304021.0,318252.0,2182807.0,732370.0,1606958.0,499173.0,822463.0
949,1057406.0,3266840.0,308814.0,2174010.0,732751.0,1607299.0,499149.0,822077.0
950,1057903.0,3266701.0,314846.0,2158734.0,741197.0,1602977.0,499063.0,822987.0
951,1056864.0,3305072.0,311002.0,2164986.0,740873.0,1605536.0,499534.0,822039.0
952,1056881.0,3266909.0,304212.0,2138214.0,741463.0,1609964.0,499264.0,821551.0
953,1056782.0,3289942.0,296043.0,2125188.0,746551.0,1610103.0,499212.0,822260.0
954,1056291.0,3312193.0,327713.0,2174261.0,744124.0,1609235.0,498533.0,822301.0
955,1056831.0,3307964.0,304142.0,2161130.0,744624.0,1611952.0,498761.0,821403.0
956,1057444.0,3308017.0,282977.0,2161075.0,731769.0,1602828.0,498620.0,822723.0
957,1057583.0,3277949.0,299449.0,2170853.0,738062.0,1604210.0,499364.0,822880.0
958,1056378.0,3289753.0,299604.0,2188406.0,739066.0,1613097.0,499114.0,822267.0
959,1056808.0,3272086.0,313165.0,2191850.0,749176.0,1611275.0,499011.0,822310.0
960,1055696.0,3312481.0,324099.0,2206463.0,743453.0,1610374.0,498060.0,821614.0
961,1057483.0,3272646.0,284504.0,2144578.0,735403.0,1603838.0,498900.0,822617.0
962,1056071.0,3285485.0,310503.0,2168198.0,742453.0,1605947.0,499315.0,822761.0
963,1057287.0,3267014.0,307784.0,2148266.0,738445.0,1615326.0,499430.0,822173.0
964,1056921.0,3324673.0,323267.0,2178415.0,745610.0,1609231.0,498366.0,822250.0
965,1057667.0,3279189.0,314796.0,2138885.0,733850.0,1597731.0,499228.0,822123.0
966,1057835.0,3316424.0,299788.0,2192426.0,737743.0,1595911.0,499401.0,822482.0
967,1057501.0,3301285.0,318049.0,2155033.0,736930.0,1606887.0,499469.0,822428.0
968,1056352.0,3282695.0,320645.0,2189262.0,744896.0,1610673.0,499195.0,822657.0
969,1056781.0,3291550.0,291033.0,2162755.0,749887.0,1611387.0,499107.0,821878.0
970,1056427.0,3305373.0,304457.0,2140614.0,745273.0,1609836.0,498887.0,822092.0
971,1055871.0,3283168.0,329291.0,2169582.0,744439.0,1613313.0,499229.0,822218.0
972,1056204.0,3291276.0,319532.0,2168597.0,742992.0,1600269.0,498757.0,821917.0
973,1056375.0,3299545.0,305455.0,2131590.0,738282.0,1596966.0,498821.0,821709.0
974,1056664.0,3283378.0,328252.0,2181529.0,730651.0,1603310.0,498987.0,822205.0
975,1057652.0,3295238.0,324647.0,2205656.0,741276.0,1606788.0,498806.0,822220.0
976,1056782.0,3296578.0,308223.0,2163122.0,746902.0,1608541.0,498980.0,821721.0
977,1056970.0,3274606.0,306798.0,2166540.0,742796.0,1611619.0,498684.0,821672.0
978,1057277.0,3266387.0,306802.0,2161151.0,737857.0,1605227.0,499076.0,822162.0
979,1056859.0,3292720.0,302718.0,2139339.0,735721.0,1594098.0,499515.0,822435.0
980,1056725.0,3297619.0,326468.0,2190191.0,739902.0,1604203.0,498866.0,822405.0
981,1057785.0,3289527.0,350319.0,2161875.0,735744.0,1606171.0,499397.0,822786.0
982,1057184.0,3276266.0,278118.0,2137548.0,745555.0,1604582.0,500121.0,822605.0
983,1056698.0,3286454.0,325862.0,2203619.0,742480.0,1613587.0,499180.0,822260.0
984,1056618.0,3277872.0,322954.0,2152597.0,742261.0,1608432.0,499044.0,821793.0
985,1056761.0,3319650.0,305032.0,2162839.0,743123.0,1613370.0,499751.0,822579.0
986,1055315.0,3310376.0,328307.0,2196130.0,740944.0,1615901.0,498669.0,821845.0
987,1056569.0,3271706.0,330426.0,2146995.0,740776.0,1619248.0,499612.0,822304.0
988,1056359.0,3298469.0,305611.0,2166665.0,745161.0,1608918.0,498449.0,822458.0
989,1055732.0,3292161.0,297721.0,2194228.0,743925.0,1609357.0,498249.0,822034.0
990,1056755.0,3286342.0,297048.0,2166378.0,744906.0,1608104.0,498903.0,822079.0
991,1057127.0,3291258.0,296064.0,2185321.0,745885.0,1606372.0,498804.0,822629.0
992,1057118.0,3306221.0,309196.0,2173833.0,745834.0,1614883.0,498697.0,822418.0
993,1057123.0,3280599.0,289666.0,2156455.0,738790.0,1607316.0,499000.0,822536.0
994,1056762.0,3294699.0,307852.0,2184484.0,733937.0,1605221.0,499770.0,821821.0
995,1057492.0,3288887.0,309972.0,2152474.0,736908.0,1600873.0,499679.0,822566.0
996,1057611.0,3288483.0,266986.0,2141545.0,740706.0,1608228.0,499607.0,822473.0
997,1057153.0,3326286.0,321892.0,2187848.0,742270.0,1609999.0,499636.0,823076.0
998,1056760.0,3290078.0,292084.0,2141440.0,741829.0,1614897.0,498864.0,822133.0
999,1055614.0,3303868.0,348063.0,2189311.0,746966.0,1606465.0,498934.0,822169.0
1000,1056812.0,3316232.0,305973.0,2131732.0,749193.0,1608688.0,499069.0,822418.0
1001,1056966.0,3303737.0,342263.0,2199882.0,742214.0,1607200.0,499273.0,822119.0
1002,1055985.0,3277191.0,298478.0,2180132.0,736873.0,1606897.0,498259.0,821664.0
1003,1057047.0,3281158.0,310660.0,2174196.0,738950.0,1609368.0,499038.0,821793.0
1004,1057367.0,3282776.0,310145.0,2165509.0,733173.0,1601449.0,499286.0,822269.0
1005,1056986.0,3286506.0,298404.0,2155215.0,733517.0,1600285.0,499020.0,821391.0
1006,1057181.0,3256061.0,307343.0,2171454.0,736681.0,1599979.0,498731.0,822466.0
1007,1057661.0,3244562.0,284321.0,2154609.0,733960.0,1593533.0,499311.0,823014.0
1008,1056572.0,3270663.0,292842.0,2168782.0,728045.0,1604899.0,499062.0,823300.0
1009,1057087.0,3297223.0,335143.0,2153628.0,737370.0,1599206.0,499268.0,823047.0
1010,1056437.0,3294665.0,305959.0,2151315.0,738629.0,1608737.0,498781.0,822903.0
1011,1057268.0,3284939.0,321607.0,2165507.0,745929.0,1604838.0,498480.0,822662.0
1012,1057025.0,3294057.0,295687.0,2163556.0,739747.0,1605467.0,499218.0,822076.0
1013,1056524.0,3299357.0,334980.0,2191195.0,748683.0,1607520.0,499266.0,821944.0
1014,1056275.0,3269656.0,283220.0,2185570.0,745444.0,1607921.0,499485.0,822411.0
1015,1056821.0,3301300.0,306484.0,2162808.0,733439.0,1603335.0,499118.0,821679.0
1016,1055265.0,3280422.0,271610.0,2148043.0,731935.0,1599345.0,498489.0,821984.0
1017,1056557.0,3288967.0,298866.0,2133278.0,733898.0,1600182.0,498991.0,822220.0
1018,1056676.0,3279314.0,315948.0,2212948.0,740603.0,1599553.0,498381.0,822547.0
1019,1057730.0,3336456.0,325942.0,2199129.0,731702.0,1602570.0,498663.0,822504.0
1020,1057186.0,3298849.0,343020.0,2166781.0,735995.0,1598832.0,499581.0,823330.0
1021,1056456.0,3315907.0,298654.0,2165360.0,737631.0,1601999.0,498803.0,822446.0
1022,1057441.0,3258620.0,324433.0,2149000.0,731767.0,1603736.0,499008.0,822197.0
1023,1056490.0,3295888.0,317016.0,2174526.0,735367.0,1600019.0,498987.0,823029.0
1024,1055718.0,3274100.0,304249.0,2143201.0,734731.0,1597879.0,498092.0,822099.0
1025,1057810.0,3290232.0,310982.0,2160268.0,736034.0,1602625.0,499066.0,823075.0
1026,1056760.0,3303224.0,321313.0,2174654.0,737243.0,1594433.0,498340.0,822396.0
1027,1056259.0,3271462.0,300033.0,2138099.0,729368.0,1599695.0,498992.0,822580.0
1028,1057240.0,3285561.0,311236.0,2136855.0,734418.0,1597703.0,498965.0,822006.0
1029,1056785.0,3296413.0,319972.0,2183068.0,734049.0,1600541.0,498689.0,822034.0
1030,1056551.0,3280931.0,284776.0,2183254.0,747288.0,1601281.0,498562.0,822235.0
1031,1056359.0,3292600.0,286151.0,2135988.0,737268.0,1602927.0,498782.0,821871.0
1032,1056140.0,3296076.0,324753.0,2161993.0,737995.0,1602143.0,498047.0,822168.0
1033,1056795.0,3276742.0,304372.0,2180746.0,737637.0,1608093.0,498850.0,821973.0
1034,1056058.0,3306985.0,287575.0,2139368.0,750264.0,1604201.0,498450.0,821472.0
1035,1056037.0,3299825.0,319704.0,2170506.0,740856.0,1609297.0,498396.0,822059.0
1036,1057234.0,3300540.0,309410.0,2161150.0,740259.0,1611467.0,498919.0,822135.0
1037,1056885.0,3297667.0,286892.0,2116680.0,739145.0,1610102.0,499391.0,822634.0
1038,1056624.0,3283325.0,320927.0,2187246.0,742814.0,1607877.0,499127.0,821850.0
1039,1056292.0,3284542.0,306576.0,2163945.0,741970.0,1608388.0,497855.0,821450.0
1040,1056688.0,3261827.0,286017.0,2198957.0,738719.0,1611728.0,499106.0,822552.0
1041,1055389.0,3265854.0,345734.0,2159635.0,734790.0,1599282.0,498318.0,822458.0
1042,1055892.0,3287721.0,295479.0,2135068.0,743929.0,1593639.0,498182.0,821352.0
1043,1056391.0,3297401.0,314406.0,2182445.0,737100.0,1607896.0,498779.0,821181.0
1044,1055690.0,3310098.0,303496.0,2150394.0,737752.0,1605705.0,498053.0,821082.0
1045,1056242.0,3273057.0,327780.0,2204128.0,747243.0,1611962.0,498885.0,821977.0
1046,1056170.0,3293208.0,317964.0,2177512.0,739871.0,1606572.0,498292.0,821782.0
1047,1056714.0,3303754.0,312560.0,2185674.0,738800.0,1604860.0,498807.0,822025.0
1048,1057078.0,3278877.0,305200.0,2161534.0,736507.0,1597071.0,499418.0,822876.0
1049,1057523.0,3269459.0,305201.0,2180961.0,731317.0,1603241.0,498831.0,821738.0
1050,1056861.0,3322372.0,322094.0,2164355.0,740894.0,1605986.0,498809.0,822023.0
1051,1056949.0,3304754.0,303632.0,2201284.0,736118.0,1607940.0,499570.0,822645.0
1052,1056895.0,3299354.0,323403.0,2159842.0,738113.0,1606067.0,499256.0,822137.0
1053,1056623.0,3319511.0,365939.0,2234218.0,737379.0,1602290.0,498673.0,822388.0
1054,1055986.0,3299004.0,291382.0,2193143.0,740663.0,1603055.0,498901.0,822370.0
1055,1057027.0,3295620.0,314947.0,2186129.0,734391.0,1599418.0,499509.0,822423.0
1056,1056746.0,3317422.0,277774.0,2163053.0,738718.0,1597949.0,498542.0,822397.0
1057,1056538.0,3302329.0,299631.0,2182277.0,738975.0,1601691.0,498930.0,822168.0
1058,1055858.0,3277429.0,307010.0,2157831.0,737317.0,1604815.0,498813.0,822563.0
1059,1056962.0,3320997.0,315056.0,2188374.0,735883.0,1599109.0,499043.0,822131.0
1060,1056922.0,3250042.0,314801.0,2168375.0,737704.0,1602510.0,499020.0,822581.0
1061,1057503.0,3303513.0,307429.0,2190476.0,742536.0,1610082.0,498729.0,822726.0
1062,1057189.0,3290238.0,300718.0,2158673.0,733644.0,1606553.0,499389.0,823211.0
1063,1057615.0,3278495.0,337352.0,2181185.0,740820.0,1604945.0,498908.0,822490.0
1064,1057296.0,3257130.0,277667.0,2150060.0,737547.0,1608163.0,499050.0,822067.0
1065,1056895.0,3297833.0,322054.0,2179698.0,737890.0,1607385.0,499602.0,822557.0
1066,1057244.0,3310502.0,312611.0,2160137.0,743240.0,1606024.0,498888.0,822240.0
1067,1056405.0,3290977.0,286932.0,2183537.0,743883.0,1611195.0,498969.0,821706.0
1068,1056511.0,3279437.0,325724.0,2188461.0,743320.0,1615394.0,498854.0,821948.0
1069,1056639.0,3286510.0,307990.0,2199051.0,743462.0,1608126.0,499456.0,822973.0
1070,1056403.0,3285587.0,337555.0,2154704.0,744073.0,1601217.0,498461.0,822430.0
1071,1057207.0,3288916.0,306511.0,2131514.0,740404.0,1612914.0,499663.0,822261.0
1072,1056336.0,3280016.0,327752.0,2180722.0,742780.0,1608119.0,499378.0,822120.0
1073,1056701.0,3292808.0,321814.0,2169541.0,746950.0,1608701.0,498426.0,821770.0
1074,1056124.0,3280351.0,316852.0,2160017.0,744623.0,1611257.0,498950.0,822419.0
1075,1057902.0,3280554.0,307259.0,2176085.0,744371.0,1607522.0,499261.0,822668.0
1076,1056962.0,3285795.0,338146.0,2216812.0,746207.0,1609405.0,499135.0,822661.0
1077,1056771.0,3305620.0,328850.0,2179578.0,740925.0,1613813.0,499279.0,822513.0
1078,1055525.0,3288896.0,303082.0,2143963.0,742950.0,1609888.0,498608.0,822569.0
1079,1056611.0,3291989.0,318921.0,2196418.0,742960.0,1609697.0,498743.0,822574.0
1080,1056054.0,3282555.0,300438.0,2159158.0,743340.0,1613469.0,499055.0,821744.0
1081,1057085.0,3308083.0,311139.0,2158974.0,742838.0,1615959.0,498831.0,822313.0
1082,1056058.0,3297008.0,324120.0,2213845.0,747232.0,1620238.0,498483.0,822532.0
1083,1056375.0,3290479.0,331113.0,2163814.0,740616.0,1602579.0,498603.0,822486.0
1084,1057289.0,3299640.0,324365.0,2162147.0,738333.0,1600025.0,499046.0,822268.0
1085,1056891.0,3270210.0,319969.0,2145007.0,730537.0,1602470.0,499624.0,821809.0
1086,1057337.0,3283707.0,307001.0,2164877.0,733262.0,1615023.0,498976.0,822594.0
1087,1056610.0,3286084.0,323053.0,2157385.0,737246.0,1612218.0,498925.0,821904.0
1088,1056763.0,3296127.0,308844.0,2170446.0,738453.0,1610435.0,498554.0,822681.0
1089,1057892.0,3285004.0,300412.0,2180745.0,736734.0,1601834.0,499081.0,822736.0
1090,1056309.0,3275365.0,334604.0,2166602.0,739936.0,1596345.0,498949.0,822607.0
1091,1057248.0,3297204.0,281436.0,2165284.0,737290.0,1610387.0,498919.0,821739.0
1092,1056203.0,3282740.0,331773.0,2187942.0,743737.0,1609293.0,498806.0,821960.0
1093,1055930.0,3280014.0,306134.0,2162770.0,736298.0,1600531.0,498340.0,822499.0
1094,1055748.0,3298560.0,302290.0,2164149.0,743045.0,1601220.0,498571.0,822641.0
1095,1057373.0,3285245.0,292153.0,2147022.0,734324.0,1609738.0,498917.0,822432.0
1096,1063618.0,3329067.0,312946.0,2155221.0,742529.0,1609984.0,503304.0,828678.0
1097,1063957.0,3344989.0,306587.0,2165024.0,748392.0,1617614.0,503958.0,829132.0
1098,1064084.0,3337737.0,329780.0,2204461.0,737735.0,1609467.0,503976.0,828620.0
1099,1063429.0,3348791.0,354168.0,2205256.0,743603.0,1610662.0,503454.0,828714.0
1100,1065151.0,3308826.0,292048.0,2133802.0,731202.0,1605566.0,503888.0,829453.0
1101,1065008.0,3341506.0,298617.0,2163606.0,731233.0,1605205.0,503791.0,829182.0
1102,1064131.0,3340408.0,308191.0,2143911.0,733195.0,1613176.0,503383.0,829516.0
1103,1064578.0,3357385.0,315263.0,2165105.0,736061.0,1609405.0,504217.0,829155.0
1104,1064802.0,3304523.0,294179.0,2182614.0,742341.0,1616480.0,504293.0,828984.0
1105,1064707.0,3345859.0,307864.0,2144324.0,742138.0,1613333.0,504012.0,829155.0
1106,1064127.0,3327227.0,293621.0,2129000.0,745720.0,1614333.0,504069.0,828227.0
1107,1064941.0,3313031.0,310960.0,2142627.0,745027.0,1614081.0,504331.0,828259.0
1108,1064318.0,3357587.0,318902.0,2172257.0,744130.0,1611324.0,503808.0,828898.0
1109,1064682.0,3350463.0,318219.0,2190145.0,736176.0,1605161.0,503855.0,828748.0
1110,1064930.0,3356036.0,294530.0,2148313.0,734113.0,1605040.0,503893.0,829393.0
1111,1065220.0,3329403.0,328647.0,2165600.0,732586.0,1602607.0,503422.0,829125.0
1112,1064460.0,3374678.0,310619.0,2195103.0,735471.0,1608979.0,504001.0,829593.0
1113,1065211.0,3356820.0,323681.0,2198632.0,736715.0,1602883.0,504017.0,829319.0
1114,1065260.0,3359119.0,295983.0,2114792.0,731186.0,1607920.0,504524.0,828975.0
1115,1065408.0,3346231.0,325261.0,2158099.0,736287.0,1607507.0,504169.0,828627.0
1116,1064111.0,3344968.0,317370.0,2145573.0,733081.0,1608507.0,504722.0,829311.0
1117,1065230.0,3328771.0,299853.0,2158926.0,739626.0,1605508.0,503526.0,829066.0
1118,1065206.0,3366997.0,308253.0,2199389.0,734012.0,1611788.0,504168.0,828680.0
1119,1065353.0,3333627.0,296466.0,2165681.0,742150.0,1611403.0,504116.0,828798.0
1120,1064667.0,3361001.0,348599.0,2166201.0,745666.0,1607239.0,504445.0,828996.0
1121,1064952.0,3328592.0,332605.0,2182027.0,741512.0,1614182.0,504901.0,829185.0
1122,1064349.0,3343268.0,308654.0,2121487.0,745663.0,1609944.0,503282.0,828590.0
1123,1064960.0,3350172.0,310108.0,2153331.0,741285.0,1617393.0,503828.0,828752.0
1124,1064997.0,3350464.0,323690.0,2165527.0,741001.0,1620820.0,503802.0,829058.0
1125,1064696.0,3323499.0,341014.0,2191367.0,738863.0,1606980.0,503872.0,829212.0
1126,1064347.0,3343268.0,303676.0,2163171.0,732834.0,1603201.0,503578.0,829558.0
1127,1064996.0,3355045.0,335427.0,2181783.0,732261.0,1602950.0,503394.0,828983.0
1128,1064005.0,3345456.0,314876.0,2168904.0,733853.0,1600561.0,503613.0,828767.0
1129,1065464.0,3342090.0,316505.0,2163317.0,729469.0,1602898.0,503849.0,829214.0
1130,1065630.0,3344409.0,326072.0,2184517.0,734520.0,1604314.0,503803.0,828459.0
1131,1064927.0,3318700.0,317338.0,2141275.0,731869.0,1602780.0,504049.0,829133.0
1132,1064843.0,3352813.0,320856.0,2189074.0,727877.0,1604947.0,503901.0,828594.0
1133,1065141.0,3342928.0,302630.0,2149947.0,731262.0,1604985.0,503409.0,829158.0
1134,1064659.0,3336761.0,331755.0,2199568.0,741579.0,1612336.0,503530.0,828726.0
1135,1065679.0,3367440.0,299305.0,2148252.0,741485.0,1617159.0,504404.0,829346.0
1136,1064419.0,3359365.0,316502.0,2163467.0,745959.0,1611745.0,503813.0,829622.0
1137,1064837.0,3339217.0,329222.0,2165506.0,742083.0,1612492.0,504553.0,828520.0
1138,1063899.0,3340398.0,322116.0,2148771.0,745972.0,1614560.0,503926.0,829155.0
1139,1064587.0,3347260.0,328565.0,2150325.0,741332.0,1614205.0,504054.0,829273.0
1140,1064256.0,3352732.0,347858.0,2190606.0,744307.0,1614903.0,503255.0,828503.0
1141,1064630.0,3343267.0,292252.0,2149989.0,743261.0,1611181.0,504065.0,829108.0
1142,1064911.0,3361228.0,317243.0,2164534.0,740937.0,1612664.0,503714.0,828726.0
1143,1064559.0,3333605.0,309681.0,2191976.0,744994.0,1612366.0,503762.0,829032.0
1144,1064256.0,3335629.0,280604.0,2153435.0,737898.0,1619596.0,503543.0,829207.0
1145,1064836.0,3331938.0,286830.0,2158051.0,732999.0,1606164.0,503968.0,829262.0
1146,1064565.0,3324228.0,322024.0,2159915.0,735963.0,1601575.0,503779.0,829262.0
1147,1065474.0,3348004.0,316357.0,2189607.0,730317.0,1609318.0,504560.0,829743.0
1148,1064222.0,3322386.0,305297.0,2159216.0,746934.0,1609889.0,503920.0,829449.0
1149,1064719.0,3361092.0,311497.0,2191280.0,744432.0,1614419.0,504309.0,829104.0
1150,1065166.0,3352815.0,327427.0,2171216.0,743225.0,1612154.0,504272.0,828921.0
1151,1064481.0,3310164.0,308214.0,2166248.0,745355.0,1614575.0,503694.0,828920.0
1152,1065062.0,3301602.0,305960.0,2112780.0,744461.0,1613680.0,504486.0,828465.0
1153,1064010.0,3333444.0,308391.0,2154983.0,747355.0,1614273.0,503784.0,828786.0
1154,1064585.0,3352017.0,330890.0,2192712.0,736362.0,1608106.0,503399.0,829328.0
1155,1065195.0,3327707.0,305569.0,2147850.0,729615.0,1603702.0,504092.0,829885.0
1156,1065247.0,3341639.0,333087.0,2181949.0,734475.0,1602308.0,504443.0,829543.0
1157,1065496.0,3334391.0,290114.0,2147737.0,737165.0,1599963.0,504205.0,828914.0
1158,1065710.0,3357244.0,317006.0,2186444.0,737822.0,1608414.0,504231.0,829199.0
1159,1065357.0,3352788.0,345198.0,2209733.0,736522.0,1617303.0,504074.0,828753.0
1160,1065679.0,3335022.0,281755.0,2169105.0,743797.0,1614086.0,503845.0,828813.0
1161,1065126.0,3323363.0,326554.0,2180875.0,747717.0,1610611.0,504147.0,829190.0
1162,1064972.0,3326933.0,304840.0,2158066.0,748669.0,1617262.0,504362.0,829050.0
1163,1065282.0,3370760.0,307899.0,2200067.0,743855.0,1610927.0,503765.0,829128.0
1164,1064882.0,3358644.0,299024.0,2189416.0,733592.0,1600144.0,504101.0,829643.0
1165,1050497.0,3326485.0,349784.0,2258798.0,754173.0,1555747.0,515629.0,852836.0
1166,1070120.0,3396603.0,364430.0,2305869.0,762900.0,1626069.0,509594.0,833107.0
1167,1070004.0,3405980.0,352848.0,2279487.0,761144.0,1631282.0,509335.0,833278.0
1168,1069105.0,3349003.0,393814.0,2302864.0,764264.0,1632570.0,509165.0,832234.0
1169,1068781.0,3354365.0,362020.0,2244074.0,766167.0,1628417.0,509001.0,832684.0
1170,1068791.0,3376826.0,317678.0,2233032.0,774706.0,1638150.0,509385.0,831890.0
1171,1069271.0,3352950.0,310902.0,2215664.0,770462.0,1634120.0,509078.0,832456.0
1172,1068658.0,3399471.0,337477.0,2254880.0,777545.0,1638560.0,509433.0,832573.0
1173,1068493.0,3361532.0,341571.0,2245960.0,768268.0,1637146.0,509126.0,832101.0
1174,1069539.0,3366373.0,313790.0,2251198.0,772128.0,1634882.0,508733.0,832683.0
1175,1069095.0,3351089.0,346677.0,2231455.0,755824.0,1628876.0,509617.0,832489.0
1176,1068798.0,3363123.0,321833.0,2216587.0,763984.0,1625800.0,508782.0,832776.0
1177,1069130.0,3369899.0,353132.0,2226992.0,765222.0,1631127.0,509153.0,832445.0
1178,1069116.0,3370229.0,316999.0,2244846.0,767420.0,1639597.0,509666.0,833237.0
1179,1068720.0,3375142.0,345974.0,2232265.0,770024.0,1636909.0,509750.0,831863.0
1180,1068257.0,3352123.0,320320.0,2237587.0,777830.0,1635734.0,509058.0,832155.0
1181,1069961.0,3353041.0,320604.0,2240607.0,768727.0,1628896.0,508764.0,832405.0
1182,1068164.0,3384051.0,324004.0,2240657.0,767571.0,1629532.0,509182.0,832307.0
1183,1068979.0,3363718.0,323930.0,2249037.0,765797.0,1637270.0,509617.0,832004.0
1184,1068859.0,3376181.0,349509.0,2240584.0,760824.0,1626732.0,509190.0,832661.0
1185,1067998.0,3378381.0,337344.0,2270277.0,762197.0,1629587.0,509185.0,833182.0
1186,1069167.0,3409963.0,350512.0,2277041.0,764083.0,1632298.0,509428.0,831702.0
1187,1069637.0,3391868.0,332139.0,2233946.0,770206.0,1639541.0,509496.0,832292.0
1188,1068138.0,3327558.0,306309.0,2223116.0,764161.0,1639774.0,508951.0,833251.0
1189,1068266.0,3363521.0,321893.0,2224402.0,769091.0,1634583.0,508873.0,832483.0
1190,1068425.0,3365029.0,315842.0,2221343.0,764327.0,1634936.0,508950.0,832629.0
1191,1069176.0,3397437.0,385808.0,2310734.0,770898.0,1631177.0,508583.0,832581.0
1192,1069187.0,3361494.0,334356.0,2247256.0,763987.0,1631874.0,509226.0,832686.0
1193,1068997.0,3350707.0,340325.0,2209964.0,767911.0,1629850.0,509612.0,832389.0
1194,1068180.0,3379978.0,345157.0,2250438.0,767656.0,1634181.0,509329.0,832869.0
1195,1067487.0,3358781.0,337115.0,2237025.0,760553.0,1641108.0,509308.0,832169.0
1196,1069310.0,3392477.0,334205.0,2224260.0,763654.0,1628019.0,509227.0,832713.0
1197,1069127.0,3376657.0,329058.0,2257583.0,759711.0,1637039.0,508741.0,832591.0
1198,1068374.0,3375487.0,336995.0,2247733.0,768350.0,1631346.0,508782.0,832185.0
1199,1069029.0,3361121.0,347120.0,2252221.0,770640.0,1633050.0,509799.0,831979.0
1200,1068249.0,3392632.0,345257.0,2263868.0,770895.0,1638119.0,508945.0,831753.0
1201,1068405.0,3371646.0,323097.0,2245046.0,773279.0,1643002.0,509142.0,831923.0
1202,1068091.0,3354381.0,348317.0,2242826.0,772998.0,1638670.0,509049.0,832203.0
1203,1067871.0,3362620.0,301353.0,2232266.0,774716.0,1641156.0,509026.0,832475.0
1204,1068569.0,3364679.0,337304.0,2220932.0,770138.0,1635322.0,509154.0,832496.0
